title1,title2,score
"Chaos as Armed Goons Attempt to Raid Linda Mwananchi Church Service","Kenya is becoming a goon society: Reuben Kigame sounds alarm over rising violence",0.759484
"Muchina makes final appeal as Ol Kalou campaigns end","Close Gachagua Ally and MP Attacked in Ol Kalou",0.758993
"University ranking in Kenya: Best Kenyan universities in 2026","Chuka University courses offered in 2025/2026, fees and cluster points",0.758894
"Speaker Wetang'ula Faces Possible Jail Term After Fresh Contempt Case","Kipipiri MP Wanjiku Muhia writes to police IG after being trailed by armed men",0.758825
"MP Gakuya demands IEBC-police coordination, warns of action if Ol Kalou vote is compromised","Gachagua Reveals Final Step Before Unveiling United Opposition Candidate",0.758738
"1 in 4 Kenyans Would Struggle After One Month Without Income, Report Finds","Musicians Face Payout Delays After Govt Suspends Music Rights Entity",0.758191
"Raila Odinga Junior hints at seeking elective seat, asks Kenyans to support him: ""Nimeanza safari""","Agnes Kagure launches free fuel top-up for Nairobi boda boda riders ahead of 2027 race",0.757918
"Governor's Driver Shot as Chaos Erupt During Rally","Take swift and firm actions to stop rising goon attacks",0.757828
"William Ruto launches 2027 charm offensive in Kalonzo's Ukambani stronghold","Agnes Kagure launches free fuel top-up for Nairobi boda boda riders ahead of 2027 race",0.757784
"TSC Issues Warning After Striking off Some Teachers from Register","KNEC Gives 30-Day Deadline After Release of Exam Results for Some Students",0.757660
"Kithure Kindiki emerges as most preferred running mate for William Ruto in 2027, new poll","Raila Odinga Junior hints at seeking elective seat, asks Kenyans to support him: ""Nimeanza safari""",0.757448
"NTSA Gives Fresh Directive Over Unclaimed Logbooks, Number Plates & Licences","Changed your phone number? HELB explains how to restore access to 642#",0.757048
"Ol Kalou by-election: William Ruto's candidate likely to lose, new poll shows","Caleb Amisi predicts 2027 run-off after poll places Ruto ahead with 32 per cent",0.756787
"DCI Makes First Arrest In Case Involving Pastor's Daughter's Murder","Ruto Reveals New Timelines for Completion of Deadly Stalled Bridge",0.756526
"Kofi Annan Foundation Sounds Alarm on Kenya Ahead of 2027 General Elections","Gachagua Reveals Final Step Before Unveiling United Opposition Candidate",0.756210
"Sossion urges Interior Ministry to prosecute goon sponsors","Moses Kuria says violence against Linda Mwananchi team in Nyahururu was not organised by opposition",0.755899
"Kieni MP Njoroge Wainaina to Kanini Kega: Stop looking for political relevance while drunk","Ol Kalou by-election: DCP leaders ask IEBC to disqualify UDA candidate over voter bribery",0.755474
"Governor's Driver Shot as Chaos Erupt During Rally","Why Linda Mwananchi leaders cancelled Ol Kalou tour",0.755234
"Moses Kuria says violence against Linda Mwananchi team in Nyahururu was not organised by opposition","Ol Kalou by-election: DCP leaders ask IEBC to disqualify UDA candidate over voter bribery",0.755179
"NTSA to destroy uncollected logbooks, gives timeline for owners to collect them","KNEC Gives 30-Day Deadline After Release of Exam Results for Some Students",0.755143
"Salasya rallies Ol Kalou voters to back DCP’s Sammy Ngotho","Murkomen Announces Fresh Anti-Goon Plan Ahead of Ol Kalou Polls",0.754926
"World Bank urges Kenya to avoid tax raises, focus on spending","Ruto’s Fuel Price Cushion Plan Delayed After World Bank’s Directive",0.754898
"NTSA Gives Fresh Directive Over Unclaimed Logbooks, Number Plates & Licences","Ruto Reveals New Timelines for Completion of Deadly Stalled Bridge",0.754582
"Sossion urges Interior Ministry to prosecute goon sponsors","Kieni MP Njoroge Wainaina to Kanini Kega: Stop looking for political relevance while drunk",0.754123
"Murkomen Announces Fresh Anti-Goon Plan Ahead of Ol Kalou Polls","Ruto Reveals New Timelines for Completion of Deadly Stalled Bridge",0.753646
"Speaker Wetang'ula Faces Possible Jail Term After Fresh Contempt Case","Murkomen Announces Fresh Anti-Goon Plan Ahead of Ol Kalou Polls",0.753645
"Raila Odinga Junior hints at seeking elective seat, asks Kenyans to support him: ""Nimeanza safari""","Chaos as Armed Goons Attempt to Raid Linda Mwananchi Church Service",0.753330
"County Govt Confirms Arrest of Over 200 Individuals Amid Crackdown on Goons","Musicians Face Payout Delays After Govt Suspends Music Rights Entity",0.752587
"KNEC Gives 30-Day Deadline After Release of Exam Results for Some Students","Ruto Reveals New Timelines for Completion of Deadly Stalled Bridge",0.752350
"Kipchumba Murkomen condemns goonism, political violence ahead of Ol Kalou by-election","Police Address Alleged Shooting of Governor Irungu Kang'ata's Driver",0.751880
"Gachagua Reveals Final Step Before Unveiling United Opposition Candidate","Ruto Reveals New Timelines for Completion of Deadly Stalled Bridge",0.751714
"Kanini Kega warns UDA will be buried in Ol Kalou by-election on July 16","Close Gachagua Ally and MP Attacked in Ol Kalou",0.751555
"Kipchumba Murkomen condemns goonism, political violence ahead of Ol Kalou by-election","Kanini Kega warns UDA will be buried in Ol Kalou by-election on July 16",0.751540
"Take swift and firm actions to stop rising goon attacks","Senator Maanzo urges government to crack down on goonism",0.750772
"University ranking in Kenya: Best Kenyan universities in 2026","University of Eldoret courses, cluster points & fees structure",0.750727
"NTSA Gives Fresh Directive Over Unclaimed Logbooks, Number Plates & Licences","Murkomen Announces Fresh Anti-Goon Plan Ahead of Ol Kalou Polls",0.750721
"Kenya faces 84% chance of experiencing PEV in 2027 – Kofi Annan report","Willis Otieno urges govt to communicate security threats with clarity",0.750418
"Sossion urges Interior Ministry to prosecute goon sponsors","Kofi Annan Foundation Sounds Alarm on Kenya Ahead of 2027 General Elections",0.750381
"Kipipiri MP Wanjiku Muhia writes to police IG after being trailed by armed men","DCI Makes First Arrest In Case Involving Pastor's Daughter's Murder",0.750225
"1 in 4 Kenyans Would Struggle After One Month Without Income, Report Finds","Seven insurance firms face IRA fines for reporting breaches",0.749535
"Rigathi Gachagua warns Matiang'i against ditching opposition for Ruto's side: ""Utaenda pekee yako""","Rigathi Gachagua meets Nairobi Senate aspirant Ken Babu at Wamunyoro residence",0.749470
"Protests Erupt Over Diversion of SGR Route","Kenyans in South Korea Send Plea to Govt Over Voting Rights",0.749306
"Meru’s Miraa law risks hurting the industry it seeks to protect","Africa's population boom can be its greatest asset",0.749239
"Lobby Group Piles Pressure on IEBC Ahead of Ol Kalou By-Election","Ol Kalou: Kanini Kega's car attacked as DCP, UDA supporters clash ahead of July 16 poll",0.748974
"KMTC Issues Update on Course Applications Amid Concerns over Admissions","ICS College courses and the fee structure that makes it one of Nairobi's most popular choices",0.748970
"Ol Kalou by-election: DCP leaders ask IEBC to disqualify UDA candidate over voter bribery","Gachagua Reveals Final Step Before Unveiling United Opposition Candidate",0.748899
"Protests Erupt Over Diversion of SGR Route","Kofi Annan Foundation Sounds Alarm on Kenya Ahead of 2027 General Elections",0.748850
"Kenyan newspapers review: Linda Mwananchi leaders attacked by goons in Kisumu, Nyahururu","Take swift and firm actions to stop rising goon attacks",0.748798
"County Govt Confirms Arrest of Over 200 Individuals Amid Crackdown on Goons","Kenyans in South Korea Send Plea to Govt Over Voting Rights",0.748650
"County Govt Confirms Arrest of Over 200 Individuals Amid Crackdown on Goons","DCI Makes First Arrest In Case Involving Pastor's Daughter's Murder",0.748642
"1 in 4 Kenyans Would Struggle After One Month Without Income, Report Finds","KNEC Gives 30-Day Deadline After Release of Exam Results for Some Students",0.748609
"Musicians Face Payout Delays After Govt Suspends Music Rights Entity","Ruto Reveals New Timelines for Completion of Deadly Stalled Bridge",0.748506
"Kipipiri MP Wanjiku Muhia writes to police IG after being trailed by armed men","Gachagua Reveals Final Step Before Unveiling United Opposition Candidate",0.748079
"Salasya rallies Ol Kalou voters to back DCP’s Sammy Ngotho","Sossion asserts goons are paid by politicians across political divide",0.748029
"Gachagua Reveals Final Step Before Unveiling United Opposition Candidate","DCI Makes First Arrest In Case Involving Pastor's Daughter's Murder",0.748021
"Agnes Kagure launches free fuel top-up for Nairobi boda boda riders ahead of 2027 race","NTSA to destroy uncollected logbooks, gives timeline for owners to collect them",0.747760
"Kieni MP Njoroge Wainaina to Kanini Kega: Stop looking for political relevance while drunk","Gachagua Reveals Final Step Before Unveiling United Opposition Candidate",0.747660
"Murkomen Announces Fresh Anti-Goon Plan Ahead of Ol Kalou Polls","DCI Makes First Arrest In Case Involving Pastor's Daughter's Murder",0.747593
"Oburu Oginga declares ODM will not field presidential candidate in 2027 poll","Kofi Annan Foundation Sounds Alarm on Kenya Ahead of 2027 General Elections",0.747584
"Kisumu: James Orengo condemns near-goon attack on him, Edwin Sifuna at church","Take swift and firm actions to stop rising goon attacks",0.747492
"Sossion urges Interior Ministry to prosecute goon sponsors","Speaker Wetang'ula Faces Possible Jail Term After Fresh Contempt Case",0.747443
"William Ruto launches 2027 charm offensive in Kalonzo's Ukambani stronghold","Migori MCA explains why William Ruto should not leave presidency: ""Watakuita long-term""",0.746487
"Police probe alleged shooting involving EALA lawmaker Kanini Kega","Police Address Alleged Shooting of Governor Irungu Kang'ata's Driver",0.746476
"Speaker Wetang'ula Faces Possible Jail Term After Fresh Contempt Case","Chaos as Armed Goons Attempt to Raid Linda Mwananchi Church Service",0.746421
"County Govt Confirms Arrest of Over 200 Individuals Amid Crackdown on Goons","Ruto Reveals New Timelines for Completion of Deadly Stalled Bridge",0.746358
"Kajiado County's Amboseli Takeover Dealt Fresh Blow After Latest Court Ruling","Governor Forced to Reinstate CECM Days After Sacking",0.746311
"Kipipiri MP Wanjiku Muhia writes to police IG after being trailed by armed men","MP Caroli Omondi: Goons are hired criminals, not political activists",0.745967
"Speaker Wetang'ula Faces Possible Jail Term After Fresh Contempt Case","Salasya rallies Ol Kalou voters to back DCP’s Sammy Ngotho",0.745938
"Speaker Wetang'ula Faces Possible Jail Term After Fresh Contempt Case","Sossion asserts goons are paid by politicians across political divide",0.745906
"TUK diploma courses offered, fee structure, admission requirements","Nairobi Institute of Business Studies courses & fee structure",0.745835
"KNEC Gives 30-Day Deadline After Release of Exam Results for Some Students","Tragedy as Grade 9 Student Dies After Falling From Rooftop at CITAM Schools Ngong",0.745536
"County Govt Confirms Arrest of Over 200 Individuals Amid Crackdown on Goons","NTSA Gives Fresh Directive Over Unclaimed Logbooks, Number Plates & Licences",0.745496
"Kofi Annan Foundation Sounds Alarm on Kenya Ahead of 2027 General Elections","Musicians Face Payout Delays After Govt Suspends Music Rights Entity",0.745395
"NTSA Gives Fresh Directive Over Unclaimed Logbooks, Number Plates & Licences","DCI Makes First Arrest In Case Involving Pastor's Daughter's Murder",0.745256
"Speaker Wetang'ula Faces Possible Jail Term After Fresh Contempt Case","Protests Erupt Over Diversion of SGR Route",0.745130
"Kalonzo-Sifuna tops preferred opposition pairing for 2027 presidential race, new poll","Agnes Kagure launches free fuel top-up for Nairobi boda boda riders ahead of 2027 race",0.745032
"Speaker Wetang'ula Faces Possible Jail Term After Fresh Contempt Case","KNEC Gives 30-Day Deadline After Release of Exam Results for Some Students",0.744954
"County Govt Confirms Arrest of Over 200 Individuals Amid Crackdown on Goons","KNEC Gives 30-Day Deadline After Release of Exam Results for Some Students",0.744933
"Rigathi Gachagua reveals he'll follow Uhuru Kenyatta's political direction: ""Chanda na pete""","DCP gains ground in Nyeri Town as Roba Wa Bursary launches Gatitu drive",0.744720
"1 in 4 Kenyans Would Struggle After One Month Without Income, Report Finds","Kenya eyes additional Sh65bn from Samurai bond",0.744685
"Governor's Driver Shot as Chaos Erupt During Rally","Ol Kalou by-election: Moses Kuria backs Kang'ata, lists 3 things Gachagua fears most",0.744658
"Kofi Annan Foundation Sounds Alarm on Kenya Ahead of 2027 General Elections","Africa's population boom can be its greatest asset",0.744657
"Protests Erupt Over Diversion of SGR Route","Chaos as Armed Goons Attempt to Raid Linda Mwananchi Church Service",0.744606
